wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MahdC9sWv,https://weibo.cn/comment/MahdC9sWv?uid=2180399745&rl=0#cmtfrm,【央行行长易纲：将加大稳健货币政策实施力度 推动“保交楼”专项借款加快落地使用】中国人民银行今天披露，人民银行行长易纲10月13号以视频连线方式出席今年第四次G20财长和央行行长会议，对中国经济形势和货币政策立场作了介绍。他表示，中国物价水平基本稳定，人民银行将加大稳健货币政策实施力度，为实体经济提供更有力支持，重点发力支持基础设施建设，支持金融机构发放制造业等重点领域设备更新改造贷款，同时推动“保交楼”专项借款加快落地使用，促进房地产市场平稳健康发展。易纲对G20债务处置共同框架的落实进展表示欢迎，表示中方将继续与各方共同做好落实工作，私人部门债权人应按可比方式参与，并欢迎IMF关于在支付领域建立新的全球公共基础设施、增强国际货币体系韧性的提议。易纲感谢各方支持人民银行牵头制定G20关于金融支持高碳行业有序转型的政策框架以及《2022年G20可持续金融报告》，期待继续与各方推进G20可持续金融工作。（北京新闻广播记者/史喻）                  原图                             ,https://wx1.sinaimg.cn/large/0023eEGfly1h74unx6e4lj60dw0dwt9902.jpg,无,2022-10-14 15:30 ,新版微博 weibo.com,1,1,0
MahdmvQEC,https://weibo.cn/comment/MahdmvQEC?uid=2180399745&rl=0#cmtfrm,新浪游戏:【#steam推荐游戏#】模拟游戏《SuchArt： #艺术家模拟器#》现已结束抢先体验推出正式版。一款独特的艺术家模拟游戏，拥有逼真的颜料调色、物理效果和众多的绘画工具。升级和定制你的工作室、完成任务、出售和展览画作、购买画具并一举成名！  [组图共9张] 原图 ,http://ww4.sinaimg.cn/large/001mZbOoly1h74tli1b5yj616v0u0tij02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74tmpm3a5j60cs05z3za02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74tm87yivj61hc0u0tqc02.jpg http://ww2.sinaimg.cn/large/001mZbOoly1h74tm9kk39j618s0p741z02.jpg http://ww3.sinaimg.cn/large/001mZbOoly1h74tmdqejvj61hc0u0k0j02.jpg http://ww1.sinaimg.cn/large/001mZbOoly1h74tmg90h9j61hc0u079p02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74tmjglh8j61hc0u0h0s02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74tmlg6dwj61hc0u0gu302.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74tmnwd3uj61hc0u0wmy02.jpg,无,2022-10-14 15:30 ,微博 weibo.com,8,15,0
MahdmaWz8,https://weibo.cn/comment/MahdmaWz8?uid=2180399745&rl=0#cmtfrm,网路冷眼:【A Few of a Senior Software Engineer's Top Priorities】网页链接 一些高级软件工程师的首要任务。  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:30 ,微博 weibo.com,7,4,0
Mahdd3BYb,https://weibo.cn/comment/Mahdd3BYb?uid=2180399745&rl=0#cmtfrm,【#今年将迎来冷冬还是暖冬#？#江苏11月上旬或有强降温#】拉尼娜是指赤道中东太平洋海温异常偏冷的现象，通过大气环流影响全球气候。国家气候中心最新监测结果显示，赤道中东太平洋拉尼娜事件在进一步持续，预计延续至2022年到2023年冬季。通常发生拉尼娜事件后的冬季，我国大部地区气温较常年偏低，大范围降水偏少，容易出现低温冻害和雪灾。至于今年江苏的冬季是偏冷还是偏暖，目前还在观测中。从江苏今秋的天气看，近1个月以来，受冷空气影响，气温较常年同期偏低。预计在11月上旬前期，全省范围内会有1次强降温过程。@荔枝新闻 荔枝新闻的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:29 ,微博视频号,1,0,1
MahcVwVjC,https://weibo.cn/comment/MahcVwVjC?uid=2180399745&rl=0#cmtfrm,"【#北京2023年普通高等学校招生报名11月进行#】北京教育考试院官网近日发布通知，北京市2023年普通高等学校招生报名工作将于2022年11月进行。网上提交报名申请时间为11月1号8点至4号17点（进城务工人员随迁子女申请时间为10月12号8点至13号17点）。网上填报个人信息并缴费的时间是11月8号8点至11号17点。报名资格现场确认由报名单位负责，截止时间为11月20号。考生完成上述三个阶段且通过报名资格现场确认后，方可参加北京市2023年普通高等学校招生考试。报考考试类型分全国统一招生考试及单独招生考试两种，普通高中应届毕业生只能报考统考,其他考生可任选一种。统考考试科目为语文、数学、外语3门。参加本科录取的考生还须根据拟报考高校（专业）要求和自身特长，从思想政治、历史、地理、物理、化学、生物6门高中学业水平等级性考试科目中自主选择3门参加考试，本科录取考生总成绩由语文、数学、外语3门统考科目成绩和选考的3门学业水平等级性考试科目成绩构成。高职（专科）录取采用“统考+合格性学业水平考试”招生模式，高考成绩由语文、数学、外语3门统考科目成绩组成，招生高校根据各专业培养需求从合格性学业水平考试科目（思想政治、历史、地理、物理、化学、生物、信息技术、通用技术8门）中选定2门，考生相应学业水平合格性考试科目成绩合格方能投档。单考考试科目的设置采取“3+X”的模式。“3”指语文、数学、外语三科公共文化课；“X”指招生学校根据不同专业要求设定的综合专业课一科或专业基础课、职业技能课两科，考试内容和考试方式由招生学校自主确定，并根据专业特点及培养要求组织命题、考试和评卷。统考和单考的外语考试分英语、俄语、日语、法语、德语、西班牙语六个语种，由考生任选一种。统考英语听说考试与笔试分离，实行计算机考试，一年两次考试，取听说最高成绩与笔试成绩一同组成英语科目成绩计入高考总分，第一次考试于2022年12月17号进行，第二次考试于2023年3月进行。其他外语语种考试使用全国卷，听力考试一年两考，取听力最高成绩与笔试成绩一同组成外语科目成绩计入高考总分。2023年普通高等学校招生美术类专业统一考试、体育专业考试、英语听说考试、外语（非英语）听力考试报名与高考报名同期进行。考生体检将于2023年3月进行。（北京新闻广播记者/唐思萌）                  原图                             ",https://wx3.sinaimg.cn/large/0023eEGfly1h74umkoe85j60dw0dwt9902.jpg,无,2022-10-14 15:28 ,新版微博 weibo.com,0,0,0
MahcSmotc,https://weibo.cn/comment/MahcSmotc?uid=2180399745&rl=0#cmtfrm,【暖心！#路遇走失男孩市民守护女儿陪玩#】10月8日，江苏一名三岁左右的男孩走失，在路边哭泣，热心市民董先生发现后立刻报警。在等待期间，为了安慰男孩，董先生让女儿陪男孩一起玩耍。民警赶到后，看见俩孩子在搭积木、董先生在旁陪护的暖心一幕。随后男孩爷爷赶来，对民警和董先生表达感谢。@我苏特稿 我苏特稿的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:28 ,微博视频号,2,0,0
MahbNxdXS,https://weibo.cn/comment/MahbNxdXS?uid=2180399745&rl=0#cmtfrm,微博游戏:#英雄联盟手游[超话]##英雄联盟手游##浪游创作营# ⏰「愁云使者 薇古丝」将于10月27日在正式服上线⚡⚡自幼生长在班德尔城的薇古丝，对故土始终缺乏归属感。她总是呆在自己房间里闷闷不乐，直至她在那儿找到了一个不可思议的灵魂伴侣——她自己的影子....👻 微博游戏的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:26 ,英雄联盟手游超话,1,0,0
MahbGtXev,https://weibo.cn/comment/MahbGtXev?uid=2180399745&rl=0#cmtfrm,2022年10月18日-19日，#英特尔On技术创新峰会 中文版即将上线！#IntelON两场主题演讲、五个技术洞察、六大技术论坛，一场oneAPI DevSummit，专注赋能开发者，涵盖当前开发者关注的各项热门主题，分享前沿创新产品、工具、技术方案与实例，助力开发者在全栈提升各项技能！【专属福利】我们将从本社区注册用户中抽取10位伙伴送出英特尔定制礼品，快扫描海报二维码或点击链接即刻注册参会→网页链接                  原图                             ,https://wx1.sinaimg.cn/large/6b37299fgy1h74ujdqkwdj20u01oj7fo.jpg,无,2022-10-14 15:25 ,微博 weibo.com,2,0,0
MahbkkjZe,https://weibo.cn/comment/MahbkkjZe?uid=2180399745&rl=0#cmtfrm,#奇迹中国 天河筑梦#【中国“南水北调”的“前世今生”】水是生命之源，打开中国水资源分布图，黄淮海流域人口、经济总量占到全国的35%，水资源量却只占7.2%，如何破解北缺南丰分布不均的困局。日前，记者跟随“奇迹中国 天河筑梦”采访团，在国家方志馆南水北调分馆，从《世纪构想》影片中了解到了中国南水北调工程的“前世今生”。（李超庆 阚力 韩章云 视频来源 国家方志馆南水北调分馆） 中新视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:25 ,微博视频号,3,4,0
Mahaw6p5N,https://weibo.cn/comment/Mahaw6p5N?uid=2180399745&rl=0#cmtfrm,外刊IT评论:李现遭雪藏那段日子：无戏可拍、生活拮据、吃饭都成问题  详情==> 李现遭雪藏那段日子：无戏可拍、生活拮据、吃饭都成问题   [组图共4张] 原图 ,http://ww4.sinaimg.cn/large/006yUkIZly8h3rc6775umj30ku0bht9l.jpg http://ww4.sinaimg.cn/large/ec434568ly8h3rc9blr43j20ku0dowex.jpg http://ww2.sinaimg.cn/large/006yUkIZly8h3rcad6nm7j30ho0khq39.jpg http://ww3.sinaimg.cn/large/ec434568ly8h3rcdh37tgj20ku0dhwf4.jpg,无,2022-10-14 15:23 ,外刊IT评论网,2,0,0
MahabkMY5,https://weibo.cn/comment/MahabkMY5?uid=2180399745&rl=0#cmtfrm,微博星星眼:#邢菲光影感胶片封面# @邢菲_ 登上阅世十月刊封面，最新秋日大片曝光，徜徉于午后的林间小屋，尽情沐浴和煦的暖阳，以抹胸长裙和长款大衣两种不同风格的造型演绎经典秋日穿搭，展现出不俗的时尚表现力。  [组图共9张] 原图 ,http://ww3.sinaimg.cn/large/006erAWHly1h74uf4yl34j32672pr175.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74ufdtlxgj32ew30m15j.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74uf3zzj2j32672prka1.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74uffz8kwj32672pr4qq.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74ufh4ymqj32oe254wwf.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74uficgmxj32ew30mb2a.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74ufjovmwj32ew30mx6p.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74uf6198lj32ew30m7wh.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74ufl0vf6j32z42dpnpd.jpg,无,2022-10-14 15:22 ,iPhone 13 Pro,3,0,0
wid,weibo_link,content,img_urls,location,publish_time,publish_tool,like_num,forward_num,comment_num
MahbGtXev,https://weibo.cn/comment/MahbGtXev?uid=2180399745&rl=0#cmtfrm,2022年10月18日-19日，#英特尔On技术创新峰会 中文版即将上线！#IntelON两场主题演讲、五个技术洞察、六大技术论坛，一场oneAPI DevSummit，专注赋能开发者，涵盖当前开发者关注的各项热门主题，分享前沿创新产品、工具、技术方案与实例，助力开发者在全栈提升各项技能！【专属福利】我们将从本社区注册用户中抽取10位伙伴送出英特尔定制礼品，快扫描海报二维码或点击链接即刻注册参会→网页链接                  原图                             ,https://wx1.sinaimg.cn/large/6b37299fgy1h74ujdqkwdj20u01oj7fo.jpg,无,2022-10-14 15:25 ,微博 weibo.com,2,0,0
MahbkkjZe,https://weibo.cn/comment/MahbkkjZe?uid=2180399745&rl=0#cmtfrm,#奇迹中国 天河筑梦#【中国“南水北调”的“前世今生”】水是生命之源，打开中国水资源分布图，黄淮海流域人口、经济总量占到全国的35%，水资源量却只占7.2%，如何破解北缺南丰分布不均的困局。日前，记者跟随“奇迹中国 天河筑梦”采访团，在国家方志馆南水北调分馆，从《世纪构想》影片中了解到了中国南水北调工程的“前世今生”。（李超庆 阚力 韩章云 视频来源 国家方志馆南水北调分馆） 中新视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:25 ,微博视频号,3,4,0
Mahaw6p5N,https://weibo.cn/comment/Mahaw6p5N?uid=2180399745&rl=0#cmtfrm,外刊IT评论:李现遭雪藏那段日子：无戏可拍、生活拮据、吃饭都成问题  详情==> 李现遭雪藏那段日子：无戏可拍、生活拮据、吃饭都成问题   [组图共4张] 原图 ,http://ww4.sinaimg.cn/large/006yUkIZly8h3rc6775umj30ku0bht9l.jpg http://ww4.sinaimg.cn/large/ec434568ly8h3rc9blr43j20ku0dowex.jpg http://ww2.sinaimg.cn/large/006yUkIZly8h3rcad6nm7j30ho0khq39.jpg http://ww3.sinaimg.cn/large/ec434568ly8h3rcdh37tgj20ku0dhwf4.jpg,无,2022-10-14 15:23 ,外刊IT评论网,2,0,0
MahabkMY5,https://weibo.cn/comment/MahabkMY5?uid=2180399745&rl=0#cmtfrm,微博星星眼:#邢菲光影感胶片封面# @邢菲_ 登上阅世十月刊封面，最新秋日大片曝光，徜徉于午后的林间小屋，尽情沐浴和煦的暖阳，以抹胸长裙和长款大衣两种不同风格的造型演绎经典秋日穿搭，展现出不俗的时尚表现力。  [组图共9张] 原图 ,http://ww3.sinaimg.cn/large/006erAWHly1h74uf4yl34j32672pr175.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74ufdtlxgj32ew30m15j.jpg http://ww1.sinaimg.cn/large/006erAWHly1h74uf3zzj2j32672prka1.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74uffz8kwj32672pr4qq.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74ufh4ymqj32oe254wwf.jpg http://ww4.sinaimg.cn/large/006erAWHly1h74uficgmxj32ew30mb2a.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74ufjovmwj32ew30mx6p.jpg http://ww2.sinaimg.cn/large/006erAWHly1h74uf6198lj32ew30m7wh.jpg http://ww3.sinaimg.cn/large/006erAWHly1h74ufl0vf6j32z42dpnpd.jpg,无,2022-10-14 15:22 ,iPhone 13 Pro,3,0,0
Mah9yEj70,https://weibo.cn/comment/Mah9yEj70?uid=2180399745&rl=0#cmtfrm,【俄媒：俄土下周开始谈判，在土耳其建设俄对欧供气枢纽】俄罗斯总统普京10月12日在莫斯科出席“俄罗斯能源周”国际论坛时表示，俄罗斯可以通过土耳其向欧洲供气，并在土耳其建设欧洲最大天然气枢纽。据俄新社14日最新报道，安卡拉一名外交消息人士告诉该媒体，俄土代表团将于下周开始就建设该天然气枢纽相关问题进行谈判，谈判结束后相关部门会向两国领导人详细汇报情况。报道称，该消息人士对俄新社表示，“大家都知道，两国领导人已指示相关部门尽快开始讨论和研究该提议的可能性。我们下周就开始谈判，谈判地点将于近期确定”。报道称，该消息人士还称，俄土领导人管理建设该天然气枢纽相关工作的进程，谈判结束后，相关部门会向两国领导人详细汇报情况。“对此，预计两国领导人会继续开展电话外交。”据新华社报道，9月26日，由俄罗斯经波罗的海向德国输送天然气的“北溪-1”和“北溪-2”管道位于瑞典和丹麦附近海域的部分出现四处泄漏点。各方普遍认为这一事件系“蓄意破坏”。俄罗斯天然气工业公司总裁米勒表示，修复受损的“北溪-1”和“北溪-2”天然气管道需要相当长时间。10月13日，俄罗斯总统普京在亚洲相互协作与信任措施会议第六次峰会期间与土耳其总统埃尔多安举行会谈。据塔斯社报道，普京对埃尔多安讲述了在土耳其建设天然气运输枢纽的想法。普京说，该枢纽不仅是天然气供应平台，还是可以定价的平台。他还说，“如今，这些(天然气)价格高得离谱，我们可以很容易地在正常的市场水平上对(它们)进行监管，而不会带有任何政治色彩”。土耳其能源和自然资源部长登梅兹表示，俄方关于在土耳其建设天然气枢纽的提议“在技术上是可行的”。                  原图                             ,https://wx1.sinaimg.cn/large/001Q8zQmly1h74ucry83bj60p00p0aa702.jpg,无,2022-10-14 15:20 ,微博 weibo.com,94,9,22
Mah94zfXc,https://weibo.cn/comment/Mah94zfXc?uid=2180399745&rl=0#cmtfrm,【#老人花百万办免费学校传承皮影戏#】长沙望城区，花甲老人朱国强表演皮影戏46年，最受欢迎时曾一年演400多场，如今却面临观众减少、后继无人的窘境。为留住皮影戏，在望城区相关部门的支持下，朱国强拿出近200万，办学校免费收徒、办免费皮影艺术博物馆，如今，来博物馆参观的年轻人增多，朱国强说，希望皮影戏也能够永远年轻下去。@大米Video 大米Video的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:19 ,微博视频号,269,41,32
Mah8O0qK1,https://weibo.cn/comment/Mah8O0qK1?uid=2180399745&rl=0#cmtfrm,中国篮球:22/23赛季揭幕战：辽宁vs广厦 ｜李晓旭6分2篮板1助攻4抢断5封盖｜视频via@明天需要沉淀  明天需要沉淀的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:18 ,微博视频号,21,0,6
Mah8D5vQL,https://weibo.cn/comment/Mah8D5vQL?uid=2180399745&rl=0#cmtfrm,全运会高光时刻:“永不放水”#苏炳添##百米短跑# 全运会高光时刻的微博视频  ,无,无,2022-10-14 15:18 ,微博视频号,2,0,0
Mah7i0eel,https://weibo.cn/comment/Mah7i0eel?uid=2180399745&rl=0#cmtfrm,【欧盟：若俄对乌使用核武，西方将歼灭俄军，“这不是虚张声势”】当地时间10月13日，欧盟外交及安全政策高级代表博雷利警告称，如果俄罗斯在乌克兰使用核武器，西方国家的军事反应将“歼灭”俄罗斯军队。据外媒10月13日报道，博雷利是在布鲁塞尔外交学院（Diplomacy Academy in Brussels）做出这番表态的。博雷利说，普京说他“不是在虚张声势”，而美国、欧盟和北约等支持乌克兰的力量也不在“虚张声势”。“任何对乌克兰的核攻击”都会在军事方面招致“强有力的回答”：“俄罗斯军队将被歼灭”。北约秘书长斯托尔滕贝格也表示，如果俄罗斯对乌克兰发动核攻击，将面临“严重后果”。不过，由于乌克兰并非北约成员国，不在北约集体防御范围内，北约并未威胁要用核武器回击俄罗斯的核打击。 （澎湃新闻）                  原图                             ,https://wx2.sinaimg.cn/large/0024achhly8h74tyybau0j60sg0fzt9302.jpg,无,2022-10-14 15:15 ,微博发布平台专业版,43,12,34
Mah60gtdK,https://weibo.cn/comment/Mah60gtdK?uid=2180399745&rl=0#cmtfrm,【#江西武宁工地发现7000万年前恐龙蛋化石#】近日，江西省九江市武宁县罗坪镇关山村一工地挖出一块大石头，石头上镶嵌着有椭圆形的石疙瘩和圆形凹面，由于形态特征明显，施工人员第一反应这可能就是恐龙蛋化石。这一发现让施工工人感到惊讶和兴奋，并及时与当地的县博物馆取得联系。（华山 蒋德先） 中新视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:11 ,微博视频号,4,0,2
Mah5X0rHr,https://weibo.cn/comment/Mah5X0rHr?uid=2180399745&rl=0#cmtfrm,微天下:什么是“股票市场”？一个简单的科普动画了解股票交易的基础原理。#遗忘15年股票找回后1万变50万#FxMake的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,无,2022-10-14 15:11 ,微博视频号,15,12,0
Mah4fwZK8,https://weibo.cn/comment/Mah4fwZK8?uid=2180399745&rl=0#cmtfrm,环球网:【“萌”虎出山！华南虎新生虎宝宝好可爱】华南虎是我国特有的虎亚种。近日，在福建龙岩的梅花山华南虎繁育研究所，华南虎“岩岩”顺利产下一只幼崽。据悉，该所已累计繁育成活66只华南虎。从“蹒跚学步”到“生龙活虎”，来看华南虎幼崽成长记↓↓@CCTV纪录 CCTV纪录的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:07 ,微博视频号,106,17,12
Mah3M0hpF,https://weibo.cn/comment/Mah3M0hpF?uid=2180399745&rl=0#cmtfrm,香菇姐姐:等了大半个月的手链终于到货了反馈非常非常好！！呼～松了一口气！实物质感 包装 我们都是有在很讲究的 都是我和小白亲自在盯的哦手细的姐妹可以往里扣一节 还没收到的姐妹耐心等待 绝对不会让你们失望的！  [组图共9张] 原图 ,http://ww2.sinaimg.cn/large/008rYvOCgy1h74tvtktfsj30tu13u77r.jpg http://ww1.sinaimg.cn/large/008rYvOCgy1h74tytu124j30tu13udm6.jpg http://ww4.sinaimg.cn/large/008rYvOCgy1h74tysx417j30tu13uah3.jpg http://ww1.sinaimg.cn/large/008rYvOCgy1h74tyv4zmuj30u01hcgxb.jpg http://ww1.sinaimg.cn/large/008rYvOCgy1h74tvxqendj30u013yk2m.jpg http://ww1.sinaimg.cn/large/008rYvOCgy1h74tvuaj73j30zo0qpmxz.jpg http://ww2.sinaimg.cn/large/008rYvOCgy1h74tvv0djcj30ch0cd403.jpg http://ww2.sinaimg.cn/large/008rYvOCgy1h74tywhzksj31400u047j.jpg http://ww2.sinaimg.cn/large/008rYvOCgy1h74tvwnetzj30d90g90ve.jpg,无,2022-10-14 15:06 ,iPhone XS Max,158,0,145
Mah3HaZ3u,https://weibo.cn/comment/Mah3HaZ3u?uid=2180399745&rl=0#cmtfrm,新浪热点:【#女子炸糍粑结果全都蹦出锅# 丈夫：像放鞭炮一样】10月11日，贵州黔西南，女子炸糍粑时，糍粑从锅里高高蹦出，像极了放鞭炮。女子丈夫田先生表示，当时妻子被炸得满脸油，感觉又心疼又好笑。@沸点视频 沸点视频的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:06 ,微博视频号,34,3,22
Mah3aFCsQ,https://weibo.cn/comment/Mah3aFCsQ?uid=2180399745&rl=0#cmtfrm,#苏有朋还记得倚天屠龙记台词# #苏有朋还记得张无忌台词#很难想象这么多年过去，@蘇有朋 居然还能记得张无忌的台词！在《披荆斩棘》中，苏有朋脱口而出的“芷若，你什么时候学的这身功夫”，勾起了多少人的回忆[彩虹屁]你又想起苏有朋的哪些经典角色呢？一起上@咪咕视频 看《披荆斩棘》中苏有朋的精彩表演吧！咪咕视频的微博视频                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/5337.gif,无,2022-10-14 15:04 ,iPhone客户端,0,0,1
Mah34f5Yi,https://weibo.cn/comment/Mah34f5Yi?uid=2180399745&rl=0#cmtfrm,简直笑哭了:20万彩礼很多吗？  原图 ,https://wx1.sinaimg.cn/large/668c33dely1h74txcx4qhj20ed0rsq5p.jpg,无,2022-10-14 15:04 ,nova8 我由我掌镜,24,6,19
Mah2EwuSu,https://weibo.cn/comment/Mah2EwuSu?uid=2180399745&rl=0#cmtfrm,新浪新闻品牌官:#多少度你会开始穿秋裤# #不建议穿秋裤睡觉# 入秋之后气温变幻莫测，导致人们对穿不穿秋裤没有定数。为了达到给身体保暖的效果，不损害身体健康，建议15℃以下穿薄秋裤，接近10℃或更低时穿绒秋裤。当然，穿秋裤的最佳温度，也要根据个人体质和体感来定，那么，什么温度下你会穿秋裤？...全文 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:03 ,微博 weibo.com,139,5,2
Mah2BfnkV,https://weibo.cn/comment/Mah2BfnkV?uid=2180399745&rl=0#cmtfrm,手机上的新浪:【#90岁老人过生日收到礼物笑掉假牙#】10月12日，河南许昌。老人收到家人送的90岁生日礼物，开心到笑掉假牙。外孙女张女士称，给姥爷过生日时礼盒里放了一些烟和钱，姥爷非常开心。假牙掉后姥爷很快就装上了，感觉这一瞬间反应非常敏捷。@点时新闻 点时新闻的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:03 ,微博视频号,3,1,0
Mah1DBbpY,https://weibo.cn/comment/Mah1DBbpY?uid=2180399745&rl=0#cmtfrm,#广西一动物园狂野动物走红背后# 在这个精神状态备受重视，时不时就大谈特谈情绪价值、精神内耗的年代，很多网友发现，自己能成为的神话人物是孙悟空。时而疯癫时而精明，时而颠沛时而悠闲，发癫但继续热爱生活，这才是猴生的真谛。但最近网友们发现，最早一批领悟这个道理的生灵或许不是人类，而是南宁动物园的动物们。自国庆假期开始，陆陆续续有参观南宁动物园的游客从前线传回视频，动辄几十万点赞。尽管每个人拍摄的动物不一样，猩猩、黑熊、熊猫、狐猴、长臂猿等等，但却都有一个共同的主旨：南宁动物园里的动物，怎么都有点癫？ 广西人怎么背着我们建了“疯狂动物城”                                 ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:01 ,微博 weibo.com,21,5,1
Mah1x59DJ,https://weibo.cn/comment/Mah1x59DJ?uid=2180399745&rl=0#cmtfrm,搞笑小皇帝:强迫症患者看得极其舒适。。。请关注：DOU YIN HAO #画说逗唱#  搞笑小皇帝的微博视频  ,https://h5.sinaimg.cn/upload/2016/05/26/319/donate_btn_s.png,无,2022-10-14 15:00 ,微博视频号,2,1,2
Mah1wtvHW,https://weibo.cn/comment/Mah1wtvHW?uid=2180399745&rl=0#cmtfrm,【#月球每年以3.8厘米的距离远离地球#】仰望夜空中的月亮，大概无人会想到它正慢慢地远离地球。1969年，美国国家航空航天局的阿波罗计划在月球上安装了反光板。数据表明，目前月球每年都在以3.8厘米的距离远离地球。如果按月球目前的远离速度向前追溯，最终会推断出，地球和月球大约在15亿年前曾在一起。然而，月球是在大约45亿年前形成的，这意味着月球目前远离的速度远比过去要快。荷兰乌得勒支大学和瑞士日内瓦大学研究人员最近发现了可揭示月球逐渐“远去”的长期历史。这并非来自对月球本身的研究，而是来自于读取地球上古老岩层中的信号。相关研究发表在最近的《美国国家科学院院刊》上。（北京日报客户端）             [组图共2张]      原图                             ,http://ww1.sinaimg.cn/large/002diGk7ly8h74tbm8nv0j60m80etgp702.jpg http://ww2.sinaimg.cn/large/002diGk7ly8h74tbmmhntj60m80wl77c02.jpg,无,2022-10-14 15:00 ,微博发布平台专业版,87,21,34
Mah1cCf2J,https://weibo.cn/comment/Mah1cCf2J?uid=2180399745&rl=0#cmtfrm,新浪游戏:【《#大富翁11# 》10月20日上线Steam与NS】《大富翁11》今日公布了正式上线时间，将于10月20日上午11时上线Steam与Switch平台。游戏首发14位经典角色于12张地图中欢乐互斗，亦有全新挑战模式首发2位领主可供玩家挑战。Steam平台售价66元人民币，Switch港服售价129元港币，首周再享9折优惠。  [组图共6张] 原图 ,http://ww2.sinaimg.cn/large/001mZbOoly1h74sp8xuhxj61h00sy12m02.jpg http://ww2.sinaimg.cn/large/001mZbOoly1h74spjd6ekj61hc0u0k5w02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74spisgdpj61hc0u0wna02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74spissy5j61hc0u0gus02.jpg http://ww4.sinaimg.cn/large/001mZbOoly1h74spiznhhj61hc0u0nbs02.jpg http://ww1.sinaimg.cn/large/001mZbOoly1h74spinbofj61hc0u0qd702.jpg,无,2022-10-14 15:00 ,微博 weibo.com,9,9,1
Mah1c8ye7,https://weibo.cn/comment/Mah1c8ye7?uid=2180399745&rl=0#cmtfrm,网路冷眼:【Ugliest Airplane Ever Built Predicted the Future】网页链接 有史以来最丑的飞机预测未来 。  原图 ,https://wx4.sinaimg.cn/large/663aa05aly1h7081z2o5sj20m70chgm0.jpg,无,2022-10-14 15:00 ,微博 weibo.com,1,0,0
Mah1brq4V,https://weibo.cn/comment/Mah1brq4V?uid=2180399745&rl=0#cmtfrm,电影频道:在辽沈战役打响的同时，刘伯承、邓小平、陈毅遵照中央军委的指示，着手策动淮海战役。淮海战役打响后，创造了军战史上以少胜多的光辉范例。战争题材电影《淮海战役》，今日17：50#电影频道#即将播出  [组图共2张] 原图 ,http://ww1.sinaimg.cn/large/a6462b07gy1h742imue95j20go0n20ux.jpg http://ww1.sinaimg.cn/large/a6462b07gy1h742in32k4g20b4069npd.gif,无,2022-10-14 15:00 ,微博 weibo.com,44,5,22
